,image_id,desc
374,109202756_b97fcdc62c,startseq woman blue jacket sits on daft horse near frozen lake endseq
375,109202801_c6381eef15,startseq two draft horses pull cart through the snow endseq
376,109202801_c6381eef15,startseq two golden brown horses pull sleigh driven by woman in blue coat endseq
377,109202801_c6381eef15,startseq two horses are pulling woman in cart endseq
378,109202801_c6381eef15,startseq two horses pull carriage driven by woman over snow covered ground endseq
379,109202801_c6381eef15,startseq two horses pulling sled steered by smiling blond woman endseq
380,109260216_85b0be5378,startseq person climbing down sheer rock cliff using rope endseq
381,109260216_85b0be5378,startseq person climbs tall flat mountain while holding onto safety rope endseq
382,109260216_85b0be5378,startseq person is climbing rock while holding onto white rope endseq
383,109260216_85b0be5378,startseq person rappels down steep incline endseq
384,109260216_85b0be5378,startseq person wearing red vest climbs up steep rock endseq
385,109260218_fca831f933,startseq people stand inside rock dome endseq
386,109260218_fca831f933,startseq shaft of light in cave shows three spelunkers endseq
387,109260218_fca831f933,startseq spelunkers pose inside rock cavern while bathed in sunlight from the surface endseq
388,109260218_fca831f933,startseq three people sit in cave endseq
389,109260218_fca831f933,startseq three rock climbers are posing on big rocks endseq
390,1093716555_801aacef79,startseq group of backpackers lay on the dry ground endseq
391,1093716555_801aacef79,startseq group of hikers are resting on the ground in front of some mountains endseq
392,1093716555_801aacef79,startseq people camp with the mountains in the background endseq
393,1093716555_801aacef79,startseq several hikers rest with their gear in front of mountain endseq
394,1093716555_801aacef79,startseq the group of hikers is resting in front of mountain endseq
395,1093737381_b313cd49ff,startseq woman in blue dress stands with chalk portrait of two children playing by stream endseq
396,1093737381_b313cd49ff,startseq woman standing in front of chalk drawing endseq
397,1093737381_b313cd49ff,startseq woman stands next to chalk drawing in front of barnlike structure endseq
398,1093737381_b313cd49ff,startseq woman stands outside near an elaborate chalk illustration endseq
399,1093737381_b313cd49ff,startseq woman wearing blue dress is drawing picture of boy and girl on the sidewalk with sidewalk chalk endseq
400,1094462889_f9966dafa6,startseq brown dog plays in deep pile of snow endseq
401,1094462889_f9966dafa6,startseq dog looking at the camera in snow endseq
402,1094462889_f9966dafa6,startseq dog runs through the snow endseq
403,1094462889_f9966dafa6,startseq tan dog stand in the snow and looks up endseq
404,1094462889_f9966dafa6,startseq the brown dog is out in the snow endseq
405,1095476286_87d4f8664e,startseq boy jumping in fountain endseq
406,1095476286_87d4f8664e,startseq boy plays in the fountains endseq
407,1095476286_87d4f8664e,startseq child plays in fountain endseq
408,1095476286_87d4f8664e,startseq little boy playing in the water endseq
409,1095476286_87d4f8664e,startseq young boy is jumping through water being sprayed up from the ground endseq
410,1095580424_76f0aa8a3e,startseq corgi runs out of tunnel endseq
411,1095580424_76f0aa8a3e,startseq dog runs out of tunnel on course endseq
412,1095580424_76f0aa8a3e,startseq dog running out of tunnel on obstacle course endseq
413,1095580424_76f0aa8a3e,startseq the dog is running out of the tunnel on dog obedience course endseq
414,1095580424_76f0aa8a3e,startseq the small brown and white dog is running out of small tunnel endseq
415,1095590286_c654f7e5a9,startseq blond dog and black and white dog run in dirt field endseq
416,1095590286_c654f7e5a9,startseq dog chases another dog endseq
417,1095590286_c654f7e5a9,startseq yellow dog and black and white dog are running in the dirt endseq
418,1095590286_c654f7e5a9,startseq two dogs are running in field endseq
419,1095590286_c654f7e5a9,startseq two dogs running around endseq
420,1095980313_3c94799968,startseq little girl in blue swimsuit is walking along wooden fence next to sandy beach endseq
421,1095980313_3c94799968,startseq little girl with arms outstretched is posing at the beach endseq
422,1095980313_3c94799968,startseq young girl walks on railing in front of the beach endseq
423,1095980313_3c94799968,startseq little girl in blue swimsuit standing on handrail near beach endseq
424,1095980313_3c94799968,startseq the little girl in the blue bathing suit is posing at the beach endseq
425,1096097967_ac305887b4,startseq black and white dog drinking water from water spray endseq
426,1096097967_ac305887b4,startseq black and white dog is being soaked with jet of water in blue paddling pool endseq
427,1096097967_ac305887b4,startseq dog sticking its face into the shower from garden hose endseq
428,1096097967_ac305887b4,startseq small white dog gets sprayed by water endseq
429,1096097967_ac305887b4,startseq white and black dog is jumping into pool endseq
430,1096165011_cc5eb16aa6,startseq boy smiles underwater endseq
431,1096165011_cc5eb16aa6,startseq redheaded boy swimming underwater endseq
432,1096165011_cc5eb16aa6,startseq small boy swimming underwater endseq
433,1096165011_cc5eb16aa6,startseq smiling boy swims underwater in pool endseq
434,1096165011_cc5eb16aa6,startseq the boys smiles underwater at the pool endseq
435,1096395242_fc69f0ae5a,startseq boy with toy gun endseq
436,1096395242_fc69f0ae5a,startseq little boy in orange shorts playing with toy endseq
437,1096395242_fc69f0ae5a,startseq young boy with his foot outstretched aims toy at the camera in front of fireplace endseq
438,1096395242_fc69f0ae5a,startseq young child plays with his new lightup toy endseq
439,1096395242_fc69f0ae5a,startseq boy with toy gun pointed at the camera endseq
440,109671650_f7bbc297fa,startseq boy in yellow shorts is standing on top of cliff endseq
441,109671650_f7bbc297fa,startseq boy wearing blue and yellow walking on cliff edge endseq
442,109671650_f7bbc297fa,startseq little boy standing high in the air on rock endseq
443,109671650_f7bbc297fa,startseq young child is standing alone on some jagged rocks endseq
444,109671650_f7bbc297fa,startseq child stands near edge of cliff endseq
445,109738763_90541ef30d,startseq person on snowmobile in mid jump endseq
446,109738763_90541ef30d,startseq snowmobiler flies through the air endseq
447,109738763_90541ef30d,startseq snowmobile rider flies through the air on his or her machine in front of tall pine trees endseq
448,109738763_90541ef30d,startseq rider jumps snowmobile high in rural area endseq
449,109738763_90541ef30d,startseq the man is up in the air endseq
450,109738916_236dc456ac,startseq people are riding around on snowmobiles endseq
451,109738916_236dc456ac,startseq people pose with helmets and goggles on while riding snowmobiles endseq
452,109738916_236dc456ac,startseq several people are taking break while on snowmobiling ride endseq
453,109738916_236dc456ac,startseq three people and two snowmobiles endseq
454,109738916_236dc456ac,startseq two helmeted men sit on yellow snowmobiles while another man stands behind watching endseq
455,109823394_83fcb735e1,startseq three people drive atvs endseq
456,109823394_83fcb735e1,startseq three people on atvs in brown field turn their heads to look at the camera endseq
457,109823394_83fcb735e1,startseq three people on atv outside endseq
458,109823394_83fcb735e1,startseq three people on four wheel atv in field endseq
459,109823394_83fcb735e1,startseq three people ride their four wheelers through the field endseq
460,109823395_6fb423a90f,startseq four wheeler jumping in an empty field endseq
461,109823395_6fb423a90f,startseq man on four wheeler is flying through the air endseq
462,109823395_6fb423a90f,startseq person is riding an orange atv in large empty field endseq
463,109823395_6fb423a90f,startseq man jumping with all terrain vehicle endseq
464,109823395_6fb423a90f,startseq man on an atv catching air endseq
465,109823397_e35154645f,startseq man jumps gin the air while riding an atv endseq
466,109823397_e35154645f,startseq man on fourwheeler jumps near small building endseq
467,109823397_e35154645f,startseq an atv is airborne over field in front of white structure endseq
468,109823397_e35154645f,startseq person dressed in tan jacket jumps quad over harvested cornfield in front of small out building endseq
469,109823397_e35154645f,startseq man on four wheeler in the air endseq
470,1100214449_d10861e633,startseq boy in striped shirt is jumping in front of water fountain endseq
471,1100214449_d10861e633,startseq boy is jumping off the side of running stone water fountain in front of building endseq
472,1100214449_d10861e633,startseq happy boy is jumping in front od city fountain endseq
473,1100214449_d10861e633,startseq little boy is jumping in front of fountain endseq
474,1100214449_d10861e633,startseq little boy is playfully jumping off the side of fountain endseq
475,1104133405_c04a00707f,startseq boy carrying soccer ball endseq
476,1104133405_c04a00707f,startseq boy walks with ball tucked under his arm endseq
477,1104133405_c04a00707f,startseq boy walks with soccer ball near fence endseq
478,1104133405_c04a00707f,startseq boy wearing white tshirt walks on the grass and carries soccer ball endseq
479,1104133405_c04a00707f,startseq small boy carries soccer ball on field endseq
480,1105959054_9c3a738096,startseq child painting picture endseq
481,1105959054_9c3a738096,startseq an artist paints clouds onto canvas endseq
482,1105959054_9c3a738096,startseq young girl painting picture endseq
483,1105959054_9c3a738096,startseq young girl with braids is painting with water colors on white paper on the wall endseq
484,1105959054_9c3a738096,startseq the child paints on large paper with water colors endseq
485,110595925_f3395c8bd6,startseq cyclist is riding bicycle on curved road up hill endseq
486,110595925_f3395c8bd6,startseq man in aerodynamic gear riding bicycle down road around sharp curve endseq
487,110595925_f3395c8bd6,startseq man on mountain bike is pedaling up hill endseq
